ticker,history_dev
TDC,"  Ngày 20/03/2002: Công ty Cổ phần Kinh doanh và Phát triển Bình Dương được thành lập trên cơ sở cổ phần hóa bộ phận kinh doanh bán buôn, bán lẻ trực thuộc Công ty Thương mại Đầu tư và Phát triển (Becamex IDC Corp). Vốn điều lệ ban đầu là 2,5 tỷ đồng trong đó nhà nước chiếm 51%; Năm 2003: Tăng vốn điều lệ lên 6.7 tỷ  đồng; Năm 2004: Tăng vốn điều lệ lên 14.tỷ đồng; Năm 2005: Tăng vốn điều lệ lên 21.4 tỷ đồng; Năm 2006: Tăng vốn điều lệ lên 24 tỷ đồng; Năm 2007: Tăng vốn điều lệ lên 66.3 tỷ đồng; Năm 2008: Tăng vốn điều lệ lên 100 tỷ đồng; Năm 2009: Tăng vốn điều lệ lên 200 tỷ đồng; Năm 2010: Niêm yết cổ phiếu trên HOSE; Ngày 04/05/2010: Chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Quý 1/2011: Phát hành cổ phiếu tăng vốn điều lệ lên 1000 tỷ đồng, trong đó vốn Nhà nước chiếm 60,7%;   "
TCT,  Ngày 08/03/1998: Tiền thân là Bộ phận Cáp treo trực thuộc Công ty Du lịch Tây Ninh chính thức đi vào hoạt động; Ngày 10/01/2001: Chuyển đổi thành Công ty Cổ phần Cáp treo Núi Bà Tây Ninh với số vốn điều lệ ban đầu là 15.985.000.000 đồng theo Quyết định số 15/QĐ-CT của UBND tỉnh Tây Ninh; Ngày 26/04/2002: Đưa vào khai thác hệ thống máng trượt do Trung Quốc sản xuất theo công nghệ của Đức với công suất phục vụ 500 lượt khách/giờ/tuyến; Ngày 15/11/2006: Niêm yết tại Trung tâm Giao dịch Chứng khoán thành phố Hồ Chí Minh (Nay là Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh); Ngày 06/12/2006: Giao dịch tại Trung tâm Giao dịch Chứng khoán thành phố Hồ Chí Minh; Ngày 05/10/2009: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 10/02/2013: Khai trương cáp treo công nghệ Châu Âu; Năm 2014: Tăng vốn điều lệ lên 127.880.000.000 đồng; Ngày 14/01/2016: Niêm yết trên Sở Giao dịch Chứng khoán thành phố Hồ Chí Minh (HOSE); Ngày 22/03/2016: Giao dịch trên Sở Giao dịch Chứng khoán thành phố Hồ Chí Minh (HOSE); Ngày 30/11/2017: Khai trương hệ thống xe trượt ống công nghệ Châu Âu;   
TCR,"  Ngày 11/01/1994: Công ty cổ phần hữu hạn Công nghiệp Gốm sứ Taicera được thành lập bởi 20 cổ đông người Đài Loan với vốn đầu tư ban đầu là 19,500,000 USD, trong đó vốn pháp định là 8,500,000 USD; Ngày 09/08/2005: Công ty chuyển đổi thành công ty cổ phần với vốn điều lệ là 250,05 tỷ đồng; Ngày 08/11/2006: Công ty tăng vốn điều lệ lên 300,05 tỷ đồng; Ngày 26/12/2006: Cổ phiếu của công ty được niêm yết và giao dịch tại HOSE; Ngày 06/06/2007: Công ty tăng vốn điều lệ lên 335,7 tỷ đồng; Ngày 09/07/2008: Công ty tăng vốn điều lệ lên 335,8 tỷ đồng; Ngày 13/06/2013: Công ty tăng vốn điều lệ lên 445 tỷ đồng;     "
TCO,"  1995: Thành lập doanh nghiệp vận tải, đây chính là tiền thân của Công ty; 1997: Thành lập Công ty TNHH vận tải Duyên Hải – TASACO hoạt động trong lĩnh vực vận tải và kho bãi; Tháng 03, 2008: Thành lập Công ty Cổ phần Vận Tải Đa phương Thức Duyên Hải Hà Nội với vốn điều lệ ban đầu là 90.9 triệu đồng; Ngày 12/01/2009: Công ty chính thức trở thành công ty đại chúng; Tháng 09/2009: Đăng ký giao dịch cổ phiếu của công ty đại chúng và giao dịch trên thị trường UPCOM; Ngày 26/01/2011: Công ty tăng vốn điều lệ từ 100.7 tỷ đồng lên 128.7 tỷ đồng; Ngày 08/02/2012: Công ty chính thức được niêm yết trên HSX; Ngày 27/02/2010: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 09/09/2014: Tăng vốn điều lệ lên 140.3 tỷ đồng. Tháng 08/2015: Tăng vốn điều lệ lên 187.11 tỷ đồng; Ngày 23/11/2023: Đổi tên thành Công ty Cổ phần TCO Holdings; Ngày 24/12/2024: Tăng vốn điều lệ lên 313,20 tỷ đồng;   "
TCM,  Năm 1967: Công ty Cổ phần Dệt May Thành Công tiền thân là Hãng Tái Thành Kỹ Nghệ Dệt được thành lập; Tháng 08/1976: Chuyển thành Xí nghiệp quốc doanh với tên gọi Nhà máy Dệt Tái Thành: Năm 2000: Đổi tên là Công Ty Dệt May Thành Công; Tháng 07/2006: Chuyển thành Công ty Cổ phần Dệt May Thành Công; Tháng 10/2007: Cổ phiếu công ty chính thức niêm yết tại HOSE; Tháng 05/2008: Đổi tên Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công; Ngày 11/08/2017: Tăng vốn điều lệ lên 516.538.290.000 đồng; Ngày 18/06/2018: Tăng vốn điều lệ lên 542.300.550.000 đồng; Ngày 17/07/2019: Tăng vốn điều lệ lên 580.169.180.000 đồng; Ngày 05/10/2020: Tăng vốn điều lệ lên 620.683.490.000 đồng; Ngày 10/06/2021: Tăng vốn điều lệ lên 713.608.080.000 đồng; Ngày 23/06/2022: Tăng vốn điều lệ lên 820.471.270.000 đồng; Ngày 09/11/2023: Tăng vốn điều lệ lên 926.977.140.000 đồng; Ngày 05/07/2024: Tăng vốn điều lệ lên 1.019.554.820.000 đồng;   
TCL,"  Ngày 13/03/2007: Công ty cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng được thành lập, là công ty con của Công ty Tân Cảng Sài Gòn – Bộ Quốc Phòng; Ngày 01/04/2007: Công ty cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng chính thức đi vào hoạt động; Tháng 07/2008: Tăng vốn điều lệ từ 120 tỷ đồng lên 170 tỷ đồng; Ngày 24/12/2009: Cổ phiếu của công ty được niêm yết và giao dịch trên sàn HOSE; Tháng 12/2010: Tăng vốn điều lệ từ 170 tỷ đồng lên 187 tỷ đồng; Năm 2011: Tăng vốn điều lệ lên 209,4 tỷ đồng; Ngày 06/03/2020: Tăng vốn điều lệ lên 301.584.360.000 đồng;   "
TCI,"  Ngày 31/01/2008: Công ty Cổ phần Chứng Khoán Thành Công được thành lập với số vốn điều lệ ban đầu là 360 tỷ đồng theo giấy phép số 81/UBCK-GP của Ủy ban Chứng khoán Nhà nước; Ngày 06/03/2008: Trở thành thành viên của Trung tâm lưu ký chứng khoán (VSD); Ngày 24/06/2008: Trở thành thành viên của Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 25/06/2008: Trở thành thành viên của Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 09/09/2008: Chính thức liên kết với đối tác chiến lược Thái Lan - Công ty Đại chúng Chứng khoán Seamico; Ngày 06/04/2009: Trở thành công ty đại chúng; Ngày 05/09/2018: Giao dịch trên thị trường chứng khoán UPCOM; Ngày 08/02/2021: Tăng vốn điều lệ lên 495 tỷ đồng; Ngày 16/12/2021: Tăng vốn điều lệ lên 1.009 tỷ đồng; Ngày 15/01/2024: Huỷ đăng ký giao dịch trên thị trường UPCOM; Ngày 26/01/2024: Chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 10/06/2024: Tăng vốn điều lệ lên 1.156,2 tỷ đồng;   "
TCH,"  Tháng 10/1995: Công ty TNHH Thương mại Hoàng Huy được thành lập; Ngày 25/12/2007: Chuyển đổi thành Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy với vốn điều lệ 1.200 tỷ đồng; Ngày 28/01/2008: Công ty được cấp phép sản xuất  lắp ráp xe tải theo giấy phép số 523/UBND-CN do Uỷ ban Nhân dân Thành phố Hải Phòng cấp; Năm 2008: Bắt đầu sản xuất lắp ráp xe ô tổ tải tự đổ 860kg, xê ô tô tải 1.98 tấn, xe ô tô tải 2,5 tấn và sản xuất thùng xe ô tải tải các loại; Năm 2009: Sản xuất và lắp ráp thêm xe ô tô tải 980kg có thùng hàng và xe ô tô tải tự đổ 6 tấn; Năm 2015: Ký hợp đồng đại lý phân phối chính hãng xe tải thương hiệu International với hãng Navistar, Hoa Kỳ; Tháng 04/2016: Tăng vốn điều lệ lên 3.299.945.720.000 đồng; Ngày 13/01/2017: Tăng vốn điều lệ lên 3.629.940.140.000 đồng; Ngày 03/04/2021: Tăng vốn điều lệ lên 3.841.602.840.000 đồng; Ngày 31/05/2021: Tăng vốn điều lệ lên 3.991.757.440.000 đồng; Ngày 28/10/2021: Tăng vốn điều lệ lên 6.187.219.680.000 đồng; Ngày 27/01/2022: Tăng vốn điều lệ lên 6.682.158.430.000 đồng;   "
TCD,  Ngày 30/10/1990: Công ty Đầu tư Phát triển Giao thông Vận tải được thành lập theo Quyết định số 1988/QĐ/TCCB-LĐ của Bộ trưởng Bộ Giao thông Vận tải và Bưu điện; Ngày 16/06/1993: Doanh nghiệp Nhà nước Công ty Đầu tư Phát triển Giao thông Vận tải được thành lập lại theo Quyết định số 1190/QĐ/TCCB-LĐ; Ngày 15/05/1995: Công ty Đầu tư Phát triển Giao thông Vận tải chuyển về trực thuộc Công ty Xây dựng Công trình Giao thông 6 (CIENCO 6) theo Quyết định số 2767/QĐ/TCCB-LĐ; Ngày 18/05/2005: Công ty Đầu tư Phát triển Giao thông Vận tải chuyển về trực thuộc UBND tỉnh Long An; Ngày 26/03/2007: UBND tỉnh Long An phê duyệt phương án chuyển đổi Công ty Đầu tư Phát triển Giao thông Vận tải thành Công ty TNHH MTV Đầu tư Phát triển Công nghiệp và Vận tải; Ngày 16/06/2007: Chính thức chuyển đổi thành Công ty TNHH một thành viên Đầu tư Phát triển Công nghiệp và Vận tải; Ngày 10/06/2008: Chuyển giao quyền đại diện chủ sở hữu vốn nhà nước đầu tư tại Công ty TNHH MTV Đầu tư Phát triển Công nghiệp và Vận tải từ Ủy ban Nhân dân tỉnh Long An về Công ty Đầu tư và Kinh doanh vốn Nhà nước (SCIC); Ngày 11/12/2012: Công ty Đầu tư và Kinh doanh vốn Nhà nước ban hành Quyết định số 31/QĐ-ĐKDV.HĐTV về phê duyệt phương án và chuyển Công ty TNHH một thành viên Đầu tư Phát triển Công nghiệp và Vận tải thành Công ty cổ phần; Ngày 04/04/2013: Chính thức chuyển đổi từ Công ty TNHH MTV sang Công ty cổ phần với tên gọi mới là Công ty cổ phần Đầu tư Phát triển Công nghiệp và Vận tải; Ngày 20/02/2017: Trở thành công ty đại chúng; Ngày 17/05/2017: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 26/05/2017: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 04/10/2018: Tăng vốn điều lệ lên 382.301.920.000 đồng; Ngày 13/12/2019: Tăng vốn điều lệ lên 423.023.700.000 đồng; Ngày 13/11/2020: Tăng vốn điều lệ lên 472.945.900.000 đồng; Ngày 29/03/2021: Tăng vốn điều lệ lên 822.945.900.000 đồng; Ngày 09/02/2022: Tăng vốn điều lệ lên 1.744.183.040.000 đồng; Ngày 31/05/2022: Tăng vốn điều lệ lên 2.244.183.040.000 đồng; Ngày 28/10/2022: Tăng vốn điều lệ lên 2.444.183.040.000 đồng; Ngày 29/06/2023: Tăng vốn điều lệ lên 2.826.808.040.000 đồng; Ngày 05/06/2024: Tăng vốn điều lệ lên 3.052.939.860.000 đồng; Ngày 01/08/2024: Tăng vốn điều lệ lên 3.358.206.410.000 đồng; Ngày 06/09/2024: Đổi tên thành Công ty Cổ phần Tập đoàn Xây dựng Tracodi;   
TCB,"  Ngày 27/09/1993: Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam (Techcombank) được thành lập với vốn điều lệ ban đầu là 20 tỷ đồng ; Năm 1996: Tăng vốn điều lệ lên 70 tỷ đồng; Năm 2005: Tăng vốn điều lệ lên 555 tỷ đồng; Năm 2006: Tăng vốn điều lệ lên 1.500 tỷ đồng; Năm 2007: Trở thành công ty đại chúng, triển khai ngân hàng trực tuyến; Năm 2008: Tăng vốn điều lệ lên 3.642.014.710.000 đồng; Năm 2009: Lọt vào danh sách Top 500 doanh nghiệp lớn nhất Việt Nam 2009 (VNR500); Năm 2010: Tăng vốn điều lệ lên 6.932.183.710.000 đồng; Năm 2011: Tăng vốn điều lệ lên 8.788.078.710.000 đồng; Năm 2012: Tăng vốn điều lệ lên 8.848.078.710.000 đồng; Năm 2013: Tăng vốn điều lệ lên 9.578.078.710.000 đồng; Năm 2014: Ra mắt ứng dụng mobile banking F@st Mobile; Năm 2015: Mua lại và đổi tên Công ty Tài chính Cổ phần Hóa chất Việt Nam thành Công ty Tài chính TNHH MTV Kỹ Thương (TechcomFinance); Năm 2017: Tăng vốn điều lệ lên 11.655.307.200.000 đồng; Đầu năm 2018: Thoái vốn tại Công ty Tài chính TNHH MTV Kỹ Thương (TechcomFinance); Ngày 22/05/2018: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 04/06/2018: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 10/08/2018: Tăng vốn điều lệ lên 34.965.921.600.000 đồng; Ngày 12/11/2019: Tăng vốn điều lệ lên 35.001.399.620.000 đồng; Ngày 19/01/2021: Tăng vốn điều lệ lên 35.049.062.300.000 đồng; Ngày 16/12/2021: Tăng vốn điều lệ lên 35.109.147.980.000 đồng; Ngày 21/10/2022: Tăng vốn điều lệ lên 35.172.385.140.000 đồng; Ngày 03/01/2024: Tăng vốn điều lệ lên 35.225.108.110.000 đồng; Ngày 22/01/2025: Tăng vốn điều lệ lên 70.648.517.390.000 đồng;    "
TBC,  Ngày 10/08/1971: Nhà máy thuỷ điện Thác Bà ban đầu là đơn vị trực thuộc Công ty Điện lực được thành lập. Ngày 04/03/1995: Chuyển Công ty Thuỷ điện Thác Bà về Tổng Công ty Điện lực Việt Nam. Ngày 30/03/2005: chuyển thành Công ty Thuỷ điện Thác Bà - Công ty thành viên hạch toán độc lập thuộc Tổng Công ty Điện lực Việt Nam. Ngày 31/03/2006: Chuyển thành Công ty cổ phần Thuỷ điện Thác Bà. Ngày 29/08/2006 Công ty niêm yết cổ phiếu tại HNX. Ngày 19/10/2009: Công ty chuyển sang giao dịch trên sàn HOSE.   
SZL,"  Ngày 18/08/2003: Công ty Cổ phần Sonadezi Long Thành được thành lập với mức vốn điều lệ ban đầu 50 tỷ đồng; Cuối năm 2005: Sáp nhập Công ty Sonalands vào Công ty Sonadezi Long Thành và tăng vốn điều lệ lên thành 71 tỷ đồng; Cuối tháng 11/2007: Tăng vốn điều lệ lên 100 tỷ đồng; Năm 2009: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Tháng 02/2010: Thành lập Sàn Giao dịch Bất động sản Sonadezi; Tháng 04/2010: Tăng vốn điều lệ lên 200 tỷ đồng; Ngày 25/9/2013: Thành lập Chi nhánh Công ty Cổ phần Sonadezi Long Thành tại Khu công nghiệp Châu Đức; Ngày 23/9/2014: Thành lập Cửa hàng Xăng dầu Sonadezi Long Thành - Chi nhánh Công ty Cổ phần Sonadezi Long Thành; Ngày 13/12/2023: Tăng vốn điều lệ lên 291,14 tỷ đồng;   "
SZC,"  Ngày 26/06/2007: Tiền thân là Công ty Cổ phần phát triển Hạ tầng Sonadezi được thành lập; Ngày 15/09/2007: Đổi tên thành Công ty Cổ phần Sonadezi Châu Đức; Năm 2008: Tăng vốn điều lệ lên 663 tỷ đồng; Năm 2010: Tăng vốn điều lệ lên thành 700 tỷ đồng; Năm 2015: Tăng vốn điều lệ lên thành 1.000 tỷ đồng; Ngày 18/12/2018: Niêm yết trên thị trường Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 15/01/2019: Giao dịch trên thị trường Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 15/08/2023: Tăng vốn điều lệ lên 1.199,99 tỷ đồng; Ngày 04/05/2024: Tăng vốn điều lệ lên 1.799,85 tỷ đồng;   "
SVT,"  Tháng 10/1976: Tiền thân của Công ty Cổ phần Sài Gòn Viễn Đông là Xưởng Cơ khí 23/9 trực thuộc Công ty Sản xuất Mô tô Xe đạp được thành lập; Tháng 03/1987: Công ty đổi tên thành Xí nghiệp Phụ tùng số 2; Tháng 12/2003: Công ty chính thức hoạt động dưới tên Công ty Cổ phần Xe đạp Xe máy Sài Gòn với vốn điều lệ 7,4 tỷ đồng; Tháng 09/2006: Công ty bắt đầu đầu tư vào lĩnh vực giáo dục, xây dựng trường đầu tiên trong hệ thống trường Việt Mỹ; Ngày 14/09/2007: Công ty đổi tên thành Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông - SAVITECH và tăng vốn điều lệ lên 14,8 tỷ đồng; Tháng 03/2010: Công ty phát hành thêm cho cổ đông chiến lược, tăng vốn điều lệ lên 87 tỷ đồng; Ngày 05/10/2011: Cổ phiếu của Công ty được niêm yết và giao dịch trên sàn HOSE; Tháng 11/2012: Công ty thay đổi đăng ký kinh doanh và nâng vốn điều lệ lên 95,7 tỷ đồng; Ngày 08/10/2020: Tăng vốn điều lệ lên 115.795.740.000 đồng; Ngày 27/07/2022: Tăng vốn điều lệ lên 150.533.690.000 đồng; Ngày 17/10/2023: Tăng vốn điều lệ lên 173.109.780.000 đồng;   "
SVI,"  Năm 1968: Công ty Cổ phần Bao bì Biên Hòa tiền thân là Nhà máy Bao bì Biên Hòa, là xưởng sản xuất bao bì đầu tiên tại Viêt Nam được thành lập.  Tháng 10, 1978: Đổi tên thành Nhà máy Bao bì Biên Hòa; Tháng 09/2003: Công ty được cổ phần hóa và đổi tên là Công ty Cổ phần Bao bì Biên Hòa. Ngày 22/12/2008: Cổ phiếu của công ty niêm yết và giao dịch trên HNX. Ngày 05/03/2012: Cổ phiếu của công ty chuyển sang niêm yết trên HOSE. Năm 2013: Tăng vốn điều lệ lên 106 tỷ đồng. Năm 2015: Tăng vốn điều lệ lên 128,32 tỷ đồng;   "
